player_id,player_fullname,age,birth_date,birth_place,nationality,height_cm,weight_kg,player_photo,club,league,position,minutes,rating,shots,goals,assists,passes,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_success,fouls_drawn,fouls_committed,team_logo,league_logo,goals_p90,assists_p90
21248,Grégoire Coudert,26.0,1999-04-03,Rodez,France,188,85,https://media.api-sports.io/football/players/21248.png,Stade Brestois 29,Ligue 1,Goalkeeper,571,7.09,5.0,5.06,4.94,4.62,3.85,4.1,5.06,4.49,5.64,6.28,4.17,4.23,8.46,5.77,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
22264,Ludovic Ajorque,31.0,1994-02-25,Saint-Denis,France,197,92,https://media.api-sports.io/football/players/22264.png,Stade Brestois 29,Ligue 1,Attacker,1315,6.84,4.25,5.2,8.78,6.26,6.26,4.22,6.6,7.21,7.21,8.95,1.94,3.88,5.92,3.67,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.06844106463878327,0.2737642585551331
312964,Nathan Ngoy,22.0,2003-06-10,Brussels,Belgium,183,74,https://media.api-sports.io/football/players/312964.png,Lille,Ligue 1,Defender,1062,6.7,8.29,3.94,8.53,8.63,4.64,4.45,4.86,8.22,1.8,2.14,4.62,5.22,2.26,5.14,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0847457627118644
318416,Marius Sivertsen Broholm,21.0,2004-12-26,,Norway,,,https://media.api-sports.io/football/players/318416.png,Lille,Ligue 1,Midfielder,159,6.63,8.84,9.74,3.3,5.61,8.45,8.28,2.18,1.06,6.71,6.96,8.81,8.96,5.59,5.54,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.5660377358490566,0.0
329209,Axel Camblan,22.0,2003-06-18,Brest,France,168,60,https://media.api-sports.io/football/players/329209.png,Stade Brestois 29,Ligue 1,Midfielder,11,6.5,0.92,3.41,3.3,1.54,9.95,0.48,2.18,1.06,2.9,0.26,0.53,1.11,0.76,9.44,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
351888,Ousmane Touré,20.0,2005-02-18,Lille,France,187,73,https://media.api-sports.io/football/players/351888.png,Lille,Ligue 1,Defender,52,6.2,1.41,3.94,3.99,3.41,1.39,5.43,1.25,9.86,8.82,6.49,9.69,1.68,0.84,9.48,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
365742,Michel Junior Diaz,22.0,2003-07-23,Saint-Herblain,Côte d'Ivoire,193,87,https://media.api-sports.io/football/players/365742.png,Stade Brestois 29,Ligue 1,Defender,648,6.78,3.25,3.94,3.99,4.25,3.33,3.31,6.62,6.71,1.3,1.97,3.7,5.52,3.22,8.8,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
369556,Justin Bourgault,20.0,2005-09-14,Saint-Brieuc,France,185,80,https://media.api-sports.io/football/players/369556.png,Stade Brestois 29,Ligue 1,Defender,15,6.2,9.98,3.94,3.99,0.65,1.39,0.48,1.25,9.99,9.95,9.95,9.9,9.98,0.84,9.48,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
422595,Tolikpaley Luck Evrad Zogbé,20.0,2005-03-24,Vieil Ousrou,Côte d'Ivoire,178,70,https://media.api-sports.io/football/players/422595.png,Stade Brestois 29,Ligue 1,Defender,10,6.7,1.41,3.94,3.99,0.12,1.39,0.48,1.25,0.75,10.0,0.25,1.19,1.68,0.84,0.0,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
449153,Hamidou Makalou,19.0,2006-07-15,Bamako,Mali,164,58,https://media.api-sports.io/football/players/449153.png,Stade Brestois 29,Ligue 1,Midfielder,170,6.47,7.1,3.41,3.3,3.89,9.18,1.2,8.7,9.03,0.39,0.56,4.03,1.11,5.24,8.44,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
485957,Serigne Diop,20.0,2005-05-12,,Senegal,193,84,https://media.api-sports.io/football/players/485957.png,Stade Brestois 29,Ligue 1,Attacker,26,6.5,0.8,2.6,3.37,0.27,1.12,1.05,3.3,2.21,6.22,9.56,7.55,9.64,0.83,9.39,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
498791,Raphaël Marc Le Guen,19.0,2006-09-01,,France,196,83,https://media.api-sports.io/football/players/498791.png,Stade Brestois 29,Ligue 1,Defender,11,6.3,1.41,3.94,3.99,0.32,1.39,0.48,1.25,0.75,0.11,0.25,1.19,1.68,0.84,9.48,https://media.api-sports.io/football/teams/106.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
2096,Arnaud Bodart,27.0,1998-03-11,Seraing,Belgium,186,80,https://media.api-sports.io/football/players/2096.png,Lille,Ligue 1,Goalkeeper,180,6.85,5.0,5.06,4.94,6.79,3.85,4.1,5.06,4.49,4.49,0.83,4.17,4.23,2.24,0.06,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
20525,Matthieu Udol,29.0,1996-03-20,Metz,France,178,79,https://media.api-sports.io/football/players/20525.png,Lens,Ligue 1,Defender,1434,7.06,8.53,3.94,9.76,4.33,9.45,4.71,3.99,8.51,5.67,3.44,8.27,7.64,6.42,4.33,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.3138075313807531
21568,Ruben Aguilar,32.0,1993-04-26,Grenoble,France,172,70,https://media.api-sports.io/football/players/21568.png,Lens,Ligue 1,Midfielder,1258,6.95,4.45,3.41,6.63,6.72,6.53,6.21,8.8,8.97,1.0,2.69,2.59,3.15,2.59,5.45,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.07154213036565978
22166,Malang Mamadou William Georges Sarr,26.0,1999-01-23,Nice,France,183,73,https://media.api-sports.io/football/players/22166.png,Lens,Ligue 1,Defender,1355,7.19,6.32,3.94,3.99,7.84,1.39,6.44,6.83,9.4,2.55,4.5,3.12,3.99,3.82,6.97,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
22261,Adrien Thomasson,32.0,1993-12-10,Bourg-Saint-Maurice,France,175,72,https://media.api-sports.io/football/players/22261.png,Lens,Ligue 1,Midfielder,1347,6.89,6.06,6.94,9.1,7.33,9.63,8.19,5.06,4.87,7.63,6.09,5.23,4.06,7.58,1.76,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.06681514476614699,0.26726057906458794
135749,Félix Alexandre Andrade Sanches Correia,24.0,2001-01-22,Lisboa,Portugal,178,64,https://media.api-sports.io/football/players/135749.png,Lille,Ligue 1,Midfielder,1055,7.06,6.72,9.02,9.49,5.38,8.66,1.91,4.6,7.07,1.93,1.86,6.97,5.28,5.09,8.17,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.2559241706161137,0.3412322274881517
270509,Andy Alune Diouf,22.0,2003-05-17,Neuilly-sur-Seine,France,187,82,https://media.api-sports.io/football/players/270509.png,Lens,Ligue 1,Midfielder,90,7.3,9.36,3.41,3.3,5.99,0.84,2.16,2.18,1.06,3.9,5.66,9.39,9.71,4.88,9.44,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
318416,Marius Sivertsen Broholm,21.0,2004-12-26,,Norway,,,https://media.api-sports.io/football/players/318416.png,Lille,Ligue 1,Midfielder,159,6.63,8.84,9.74,3.3,5.61,8.45,8.28,2.18,1.06,6.71,6.96,8.81,8.96,5.59,5.54,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.5660377358490566,0.0
334878,Ugo Raghouber,22.0,2003-07-13,,France,180,62,https://media.api-sports.io/football/players/334878.png,Lille,Ligue 1,Midfielder,10,6.3,0.92,3.41,3.3,8.8,0.84,0.48,2.18,1.06,3.9,0.26,9.84,1.11,0.76,9.44,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
340077,Matias Fernandez-Pardo,20.0,2005-02-03,,Belgium,183,70,https://media.api-sports.io/football/players/340077.png,Lille,Ligue 1,Attacker,890,7.13,3.84,6.09,8.84,7.55,7.96,5.68,3.3,5.82,0.99,3.3,6.36,7.21,5.24,8.33,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.20224719101123598,0.30337078651685395
340080,Vincent Burlet,20.0,2005-09-23,,Belgium,,,https://media.api-sports.io/football/players/340080.png,Lille,Ligue 1,Defender,18,6.3,1.41,3.94,3.99,9.41,9.95,0.48,1.25,0.75,9.6,0.25,9.86,1.68,0.84,9.48,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
347211,Robin Risser Birckel,21.0,2004-12-02,Colmar,France,192,83,https://media.api-sports.io/football/players/347211.png,Lens,Ligue 1,Goalkeeper,1445,7.29,5.0,5.06,4.94,2.44,7.69,4.1,5.06,4.49,2.44,2.82,4.17,4.23,6.92,5.77,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
438688,Ayyoub Bouaddi,18.0,2007-10-02,Senlis,France,186,72,https://media.api-sports.io/football/players/438688.png,Lille,Ligue 1,Midfielder,1052,6.63,2.93,3.41,7.11,4.5,5.62,5.18,8.09,6.06,4.52,6.14,6.65,8.36,5.11,1.83,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.08555133079847908
487381,Soriba Diaoune,18.0,2007-08-14,,Guinea,174,56,https://media.api-sports.io/football/players/487381.png,Lille,Ligue 1,Attacker,26,7.2,9.9,9.97,10.0,7.21,9.83,1.05,3.3,2.21,2.96,2.43,7.55,9.64,0.83,0.9,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,3.4615384615384617,3.4615384615384617
490745,Maxima Adeagan Goffi,17.0,2008-01-23,,France,,,https://media.api-sports.io/football/players/490745.png,Lille,Ligue 1,Defender,38,6.6,1.41,3.94,3.99,7.26,1.39,7.96,1.25,0.75,9.47,9.81,9.18,9.88,0.84,0.79,https://media.api-sports.io/football/teams/79.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
20761,Florian Sotoca,35.0,1990-10-25,Narbonne,France,187,77,https://media.api-sports.io/football/players/20761.png,Lens,Ligue 1,Attacker,108,6.43,2.55,2.6,3.37,8.47,9.46,1.05,3.3,9.97,7.69,3.88,2.14,5.29,6.31,1.92,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
20762,Rémy Descamps,29.0,1996-06-25,Marcq-en-Barœul.,France,194,74,https://media.api-sports.io/football/players/20762.png,Lyon,Ligue 1,Goalkeeper,360,7.4,5.0,5.06,4.94,2.56,3.85,4.1,5.06,4.49,2.05,0.83,4.17,4.23,2.24,5.77,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
21715,Wesley Saïd,30.0,1995-04-19,Noisy-le-Grand,France,171,72,https://media.api-sports.io/football/players/21715.png,Lens,Ligue 1,Attacker,1101,7.11,6.84,8.61,7.72,7.35,5.14,4.56,3.3,7.76,1.02,1.36,3.88,5.14,1.7,5.37,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.49046321525885556,0.16348773841961853
162590,Tyler Scott Morton,23.0,2002-10-31,Wallasey,England,182,75,https://media.api-sports.io/football/players/162590.png,Lyon,Ligue 1,Midfielder,1231,7.01,4.62,7.09,6.67,7.78,7.63,4.99,8.61,4.72,1.22,2.44,3.06,5.23,2.96,3.64,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.07311129163281885,0.07311129163281885
334914,Saël Kumbedi Nseke,20.0,2005-03-26,Stains,France,175,67,https://media.api-sports.io/football/players/334914.png,Lyon,Ligue 1,Defender,66,6.5,9.59,3.94,3.99,0.36,1.39,3.75,1.25,7.31,9.6,7.08,7.76,1.68,9.78,0.12,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
369500,Pierre-Ismaëlo Ganiou,20.0,2005-03-14,Lille,France,191,80,https://media.api-sports.io/football/players/369500.png,Lens,Ligue 1,Defender,438,6.9,7.96,9.4,3.99,7.67,3.85,5.12,7.48,6.63,5.55,5.94,5.79,4.78,4.5,1.47,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.2054794520547945,0.0
395811,Fodé Sanassy Sylla,19.0,2006-04-16,,France,182,70,https://media.api-sports.io/football/players/395811.png,Lens,Ligue 1,Midfielder,69,6.9,0.92,3.41,3.3,8.74,0.84,9.83,2.18,8.15,8.55,9.58,4.84,1.11,0.76,1.16,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
402066,Anthony Bermont,20.0,2005-02-10,,France,176,54,https://media.api-sports.io/football/players/402066.png,Lens,Ligue 1,Midfielder,49,6.63,9.19,3.41,3.3,9.76,0.84,0.48,2.18,9.9,7.95,8.83,8.95,9.83,0.76,2.54,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
443579,Rayan Fofana,19.0,2006-02-12,,France,182,74,https://media.api-sports.io/football/players/443579.png,Lens,Ligue 1,Attacker,463,6.65,9.32,7.79,3.37,2.45,4.12,6.87,8.16,6.5,6.97,8.54,5.61,5.88,9.39,5.44,https://media.api-sports.io/football/teams/116.png,https://media.api-sports.io/football/leagues/61.png,0.38876889848812096,0.0
407,Benjamin Fernand Lucien François Stambouli,35.0,1990-08-13,Marseille,France,180,82,https://media.api-sports.io/football/players/407.png,Metz,Ligue 1,Midfielder,547,6.79,4.11,3.41,3.3,7.14,5.92,5.94,5.5,3.79,2.22,4.08,3.74,5.57,4.72,5.43,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
96331,Koffi Franck Kouao,27.0,1998-05-20,Abidjan,Côte d'Ivoire,173,65,https://media.api-sports.io/football/players/96331.png,Metz,Ligue 1,Defender,1202,6.81,8.27,3.94,3.99,4.5,6.49,8.89,4.38,3.58,7.07,7.31,7.07,8.82,8.37,3.97,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
158532,Jonathan Frost Fischer,24.0,2001-11-09,,Denmark,198,,https://media.api-sports.io/football/players/158532.png,Metz,Ligue 1,Goalkeeper,1363,7.19,5.0,5.06,4.94,8.59,8.08,4.1,5.06,4.49,7.44,6.54,4.17,4.23,7.95,5.77,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
193293,Ruben Kluivert,24.0,2001-05-21,Amsterdam,Netherlands,187,70,https://media.api-sports.io/football/players/193293.png,Lyon,Ligue 1,Defender,217,6.34,1.41,3.94,9.86,6.54,5.84,8.05,4.76,8.63,8.51,8.65,4.54,6.63,3.2,1.01,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.4147465437788018
345388,Afonso Bastardo Moreira,20.0,2005-03-19,Lamego,Portugal,176,69,https://media.api-sports.io/football/players/345388.png,Lyon,Ligue 1,Attacker,569,7.03,6.92,7.18,9.76,5.31,9.08,8.3,3.3,8.03,5.44,5.99,7.24,6.5,7.99,5.75,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.3163444639718805,0.632688927943761
378353,Urie-Michel Mboula,22.0,2003-04-30,Libreville,Gabon,185,,https://media.api-sports.io/football/players/378353.png,Metz,Ligue 1,Defender,176,6.67,1.41,3.94,3.99,5.99,1.39,4.53,5.36,5.24,3.2,6.27,9.0,8.94,9.7,5.1,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
428084,Sadibou Sané,21.0,2004-06-10,Diouloulou,Senegal,185,76,https://media.api-sports.io/football/players/428084.png,Metz,Ligue 1,Defender,503,6.56,3.53,9.24,3.99,9.69,1.39,8.12,4.24,7.78,3.65,3.99,1.19,1.68,5.19,2.07,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.17892644135188865,0.0
438692,Mathys de Carvalho Soares,20.0,2005-05-01,Lyon,France,,,https://media.api-sports.io/football/players/438692.png,Lyon,Ligue 1,Midfielder,281,6.77,9.29,3.41,3.3,9.0,2.37,6.99,7.26,8.07,4.25,6.45,1.44,3.57,7.21,8.02,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
519664,Khalis Merah,18.0,2007-02-24,,France,,,https://media.api-sports.io/football/players/519664.png,Lyon,Ligue 1,Midfielder,530,6.49,2.89,3.41,3.3,4.35,6.09,1.76,2.18,2.22,1.86,2.38,3.28,5.77,7.48,3.74,https://media.api-sports.io/football/teams/80.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
19518,Maxime Jean-Yves Colin,34.0,1991-11-15,Arras,France,179,77,https://media.api-sports.io/football/players/19518.png,Metz,Ligue 1,Defender,803,6.46,5.55,3.94,3.99,5.89,4.21,7.55,5.77,6.63,1.95,2.76,5.53,6.92,2.72,8.7,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
21640,Jessy Deminguet,27.0,1998-01-07,Lisieux,France,178,74,https://media.api-sports.io/football/players/21640.png,Metz,Ligue 1,Midfielder,981,6.69,3.23,7.58,3.3,5.26,1.74,5.45,5.75,6.5,3.52,3.59,3.89,5.45,6.01,4.77,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.09174311926605505,0.0
276184,Mamadou Sarr,20.0,2005-08-29,Martigues,France,194,77,https://media.api-sports.io/football/players/276184.png,Strasbourg,Ligue 1,Defender,1125,6.85,2.88,3.94,3.99,9.38,2.93,3.14,2.52,2.38,3.15,3.41,5.1,5.94,5.73,4.45,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
282549,Junior Mwanga,22.0,2003-05-11,Lyon,France,184,80,https://media.api-sports.io/football/players/282549.png,Strasbourg,Ligue 1,Defender,180,7.6,7.25,3.94,3.99,9.09,8.41,9.63,1.25,2.43,7.72,8.51,6.94,7.25,3.68,1.18,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
325594,Félix Lemaréchal,22.0,2003-08-07,Tours,France,180,73,https://media.api-sports.io/football/players/325594.png,Strasbourg,Ligue 1,Midfielder,544,6.58,7.51,3.41,9.41,5.5,6.6,8.23,2.18,3.84,8.19,8.09,8.92,9.22,4.82,4.6,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.33088235294117646
327548,Joseph Nauquidi Diazongua Nfinigui,21.0,2004-10-31,Metz,France,187,74,https://media.api-sports.io/football/players/327548.png,Metz,Ligue 1,Midfielder,14,6.5,0.92,3.41,3.3,0.56,0.84,0.48,2.18,1.06,0.11,0.26,0.53,1.11,0.76,9.44,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
334035,Samuel Amo-Ameyaw,19.0,2006-07-18,London,England,174,64,https://media.api-sports.io/football/players/334035.png,Strasbourg,Ligue 1,Defender,466,6.83,8.63,9.3,9.4,3.53,8.87,8.87,1.25,2.79,9.21,9.18,9.74,9.86,9.59,3.08,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.19313304721030042,0.19313304721030042
336180,Morgan Bokele Mputu,21.0,2004-03-13,Lyon,France,175,,https://media.api-sports.io/football/players/336180.png,Metz,Ligue 1,Attacker,214,6.66,1.73,2.6,3.37,9.08,4.49,8.61,9.29,6.73,5.54,7.52,6.7,7.04,9.12,7.41,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
340151,Mike Louis Penders,20.0,2005-07-31,Maasmechelen,Belgium,200,95,https://media.api-sports.io/football/players/340151.png,Strasbourg,Ligue 1,Goalkeeper,1350,6.94,5.0,5.06,4.94,9.36,3.85,4.1,5.06,4.49,1.67,1.67,4.17,4.23,2.24,1.15,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
358166,Abdoul Guemissongui Ouattara,20.0,2005-10-22,Zoukpangbeu,France,178,68,https://media.api-sports.io/football/players/358166.png,Strasbourg,Ligue 1,Defender,843,6.68,9.25,9.45,3.99,3.12,5.17,3.49,1.25,4.25,0.84,0.82,7.86,5.96,2.6,6.18,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.21352313167259787,0.0
403878,Pape Mamadou Sy,28.0,1997-05-02,Louga,Senegal,206,,https://media.api-sports.io/football/players/403878.png,Metz,Ligue 1,Goalkeeper,77,6.2,5.0,5.06,4.94,5.38,3.85,4.1,5.06,4.49,8.85,9.74,4.17,4.23,10.0,5.77,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
408870,Ibou Sané,20.0,2005-03-28,Diégoune,Senegal,179,71,https://media.api-sports.io/football/players/408870.png,Metz,Ligue 1,Attacker,387,6.74,3.71,6.39,8.4,5.48,4.9,5.34,3.3,5.31,2.01,3.93,4.52,2.35,8.33,4.25,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.23255813953488372,0.23255813953488372
415431,Samir El Mourabet,20.0,2005-10-06,Strasbourg,France,168,58,https://media.api-sports.io/football/players/415431.png,Strasbourg,Ligue 1,Midfielder,927,6.81,1.88,3.41,3.3,9.34,6.21,8.46,8.84,6.19,4.28,5.57,5.72,5.79,5.35,4.91,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
434352,Alpha Amadou Touré,19.0,2006-01-25,Kaolack,Senegal,180,,https://media.api-sports.io/football/players/434352.png,Metz,Ligue 1,Midfielder,748,6.58,3.13,3.41,3.3,6.82,3.84,7.79,6.36,4.47,6.48,7.69,4.98,6.65,6.39,2.27,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
434410,Idrissa Gueye,19.0,2006-09-16,Dakar,Senegal,174,66,https://media.api-sports.io/football/players/434410.png,Metz,Ligue 1,Attacker,130,6.53,2.18,2.6,3.37,0.71,1.12,7.04,3.3,2.21,4.49,3.78,1.8,1.09,5.07,2.99,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
514519,Brian Djomeni Madjo,16.0,2009-01-12,Enfield,England,186,75,https://media.api-sports.io/football/players/514519.png,Metz,Ligue 1,Attacker,162,6.63,3.4,2.6,3.37,0.54,1.12,1.05,3.3,2.21,1.39,2.18,1.5,1.09,6.31,4.12,https://media.api-sports.io/football/teams/112.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
2850,Karl-Johan Anton Johnsson,35.0,1990-01-28,Ränneslöv,Sweden,188,84,https://media.api-sports.io/football/players/2850.png,Strasbourg,Ligue 1,Goalkeeper,90,7.2,5.0,5.06,4.94,5.64,3.85,4.1,5.06,4.49,8.21,9.04,4.17,4.23,2.24,5.77,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
129695,Dilane Bakwa,23.0,2002-08-26,Créteil,France,180,75,https://media.api-sports.io/football/players/129695.png,Strasbourg,Ligue 1,Attacker,105,7.57,2.59,9.59,9.97,8.88,9.57,4.93,3.3,8.66,6.09,8.91,9.8,9.76,9.25,9.39,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.8571428571428572,1.7142857142857144
319572,Valentín Barco,21.0,2004-07-23,25 de Mayo,Argentina,170,66,https://media.api-sports.io/football/players/319572.png,Strasbourg,Ligue 1,Midfielder,1155,7.25,5.92,7.19,9.36,9.17,8.29,7.07,2.18,5.01,7.07,8.61,8.56,8.02,9.49,7.1,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.07792207792207792,0.3116883116883117
371916,Christian Mawissa Elebi,20.0,2005-04-18,Saint-Jean-de-Verges,France,185,77,https://media.api-sports.io/football/players/371916.png,Monaco,Ligue 1,Defender,519,6.8,1.41,3.94,3.99,9.54,1.39,5.49,6.59,9.21,6.47,7.6,7.43,8.17,7.67,7.14,https://media.api-sports.io/football/teams/91.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
387120,Rabby Nzingoula,20.0,2005-11-25,Lille,France,183,73,https://media.api-sports.io/football/players/387120.png,Strasbourg,Ligue 1,Midfielder,62,6.23,0.92,3.41,3.3,2.79,7.81,8.41,2.18,8.7,9.56,8.7,9.25,8.56,9.36,0.44,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
390742,Joaquín Panichelli,23.0,2002-10-07,,Argentina,186,82,https://media.api-sports.io/football/players/390742.png,Strasbourg,Ligue 1,Attacker,1317,6.91,8.57,9.18,3.37,3.67,5.71,6.7,9.35,7.96,6.16,6.94,3.27,3.03,6.09,3.71,https://media.api-sports.io/football/teams/95.png,https://media.api-sports.io/football/leagues/61.png,0.6150341685649203,0.0
7313,Philipp François Köhn,27.0,1998-04-02,Dinslaken,Switzerland,190,80,https://media.api-sports.io/football/players/7313.png,Monaco,Ligue 1,Goalkeeper,821,6.82,5.0,5.06,4.94,1.03,3.85,4.1,5.06,9.62,5.9,5.77,4.17,4.23,5.13,5.77,https://media.api-sports.io/football/teams/91.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.0
23637,Yanis Zouaoui,27.0,1998-04-28,Marseille,France,183,75,https://media.api-sports.io/football/players/23637.png,Le Havre,Ligue 1,Defender,1238,6.4,6.63,3.94,8.34,3.61,9.33,4.09,3.34,4.38,4.13,2.6,8.97,8.73,5.29,6.06,https://media.api-sports.io/football/teams/111.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.07269789983844911
36932,Younes Namli,31.0,1994-06-20,København,Denmark,180,70,https://media.api-sports.io/football/players/36932.png,Le Havre,Ligue 1,Midfielder,340,6.62,4.21,3.41,9.05,2.98,4.84,7.31,2.18,9.03,7.48,6.75,5.79,8.23,5.24,1.88,https://media.api-sports.io/football/teams/111.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.2647058823529412
64255,Gautier Lloris,30.0,1995-07-18,Nice,France,191,87,https://media.api-sports.io/football/players/64255.png,Le Havre,Ligue 1,Defender,1298,7.01,5.67,8.05,8.25,8.1,3.94,3.27,7.09,8.87,3.75,5.58,2.43,3.51,5.12,3.63,https://media.api-sports.io/football/teams/111.png,https://media.api-sports.io/football/leagues/61.png,0.06933744221879816,0.06933744221879816
119853,Mory Diaw,32.0,1993-06-22,Poissy,Senegal,197,95,https://media.api-sports.io/football/players/119853.png,Le Havre,Ligue 1,Goalkeeper,1444,6.88,5.0,5.06,9.87,6.03,9.49,9.36,5.06,9.74,3.97,4.74,4.17,4.23,5.38,5.77,https://media.api-sports.io/football/teams/111.png,https://media.api-sports.io/football/leagues/61.png,0.0,0.062326869806094184
